query_id,event_date,user_id,team_id,dataset_id,environment,bytes_scanned_gb,execution_time_ms
bc5b05ac-cbf3-452f-92a0-1cfe340a341b,2025-07-26,U03,T02,D02,prod,0.31,919
c8a7eabe-c740-4fc2-8919-9192c1c847e0,2025-07-26,U02,T01,D01,prod,0.18,1209
a8acd2be-2ef3-47f0-b218-7879f36f4a88,2025-07-26,U03,T02,D03,prod,0.18,857
232c7e48-cad5-467e-9f8f-d613fa744fca,2025-07-26,U07,T04,D03,prod,0.2,375
ba1d2be6-d50c-4898-87b7-b8d25c09aed9,2025-07-26,U06,T03,D04,staging,0.06,1557
1a97e93a-9728-4e37-8b53-b358ab702daf,2025-07-26,U04,T02,D04,prod,0.31,1039
a68459c6-5761-44bf-b52c-c442cd64e89c,2025-07-26,U06,T03,D02,staging,0.05,1098
7b472a67-e69f-450b-9f2f-8354e9715b26,2025-07-26,U08,T04,D03,staging,0.08,1344
b664e712-5c2f-471d-bbc3-0d436c0ccbd7,2025-07-26,U04,T02,D03,prod,0.23,1647
87a449c1-f881-46be-a6ce-e6e67385121d,2025-07-26,U08,T04,D04,prod,0.34,1060
206e0df5-cefc-4624-abf4-48110624cbe0,2025-07-26,U08,T04,D02,staging,0.1,530
3ec1604f-3c51-4bab-8b94-7e738aa3ca1c,2025-07-26,U05,T03,D03,prod,0.15,1258
20c9e15d-522d-4515-b36a-b5624861dadb,2025-07-26,U04,T02,D02,prod,0.03,1471
fef10a83-68bb-4a8b-984d-9fd2528c644e,2025-07-26,U01,T01,D04,prod,0.21,952
747d6fc5-7d72-47cc-b805-5278758f00af,2025-07-26,U02,T01,D03,prod,0.22,742
6bd2a004-5bf9-43a8-a7f6-a336c3eab4c5,2025-07-26,U03,T02,D02,prod,0.23,714
7cafc9e2-1507-4d8f-8aad-e0c8ea0dac2a,2025-07-26,U01,T01,D04,prod,0.06,1239
9cab3553-e71d-4a46-ba67-a3d2dd3b2361,2025-07-26,U07,T04,D03,staging,0.08,743
f49e7a46-395b-4015-bbcb-7688d22c5556,2025-07-26,U08,T04,D02,staging,0.07,600
25b2c333-049f-4028-b8dc-d3b300db6fc3,2025-07-26,U06,T03,D04,dev,0.05,1202
3b1aea40-137a-4086-890d-85f28e41f76a,2025-07-26,U07,T04,D01,prod,0.18,876
807e1cc4-31df-4e4a-a6a9-13dde3d6d5ea,2025-07-26,U05,T03,D02,dev,0.04,836
c9db5e8b-6916-4eb4-b530-c09b52b23c51,2025-07-26,U07,T04,D03,prod,0.19,1008
560a0396-8399-4521-aabe-46f4ff622a98,2025-07-26,U03,T02,D02,prod,0.28,252
5891b4a8-cce6-4a94-aa23-ea8574a6b00f,2025-07-26,U04,T02,D02,prod,0.21,1235
fd7fd545-a0dd-4c9e-9fb8-ff5383b366e2,2025-07-26,U04,T02,D01,staging,0.08,1086
ba89c38f-c800-4be6-a782-93c91fbf7787,2025-07-26,U07,T04,D03,dev,0.06,1407
d6b1d3e4-89d2-4224-b74c-8a9b5852315c,2025-07-26,U05,T03,D03,dev,0.05,1151
027f80ce-7faf-4238-a381-b155f9dcb2ea,2025-07-26,U06,T03,D03,prod,0.23,287
ea00adf2-7b25-45fc-92ab-66fcc5d43cce,2025-07-26,U05,T03,D02,prod,0.18,191
e88d323b-6cb1-4baf-953c-5cc835f27dcf,2025-07-26,U06,T03,D02,prod,0.24,884
1dad829f-9e8b-4585-98c2-7c2f106f964b,2025-07-26,U01,T01,D04,staging,0.14,732
66967a60-8149-4110-a9a6-2c1577df9592,2025-07-26,U04,T02,D03,prod,0.1,1118
4d44060d-89ea-417f-bdf5-5f2b2e309464,2025-07-26,U04,T02,D04,prod,0.14,832
d9899b11-c86d-4104-919c-3dbd12cc8fd0,2025-07-26,U01,T01,D02,prod,0.3,1396
cddbdbd8-49a4-491e-94d5-b0db53a13c30,2025-07-26,U07,T04,D01,prod,0.15,839
3f6320b6-3224-4b10-9e94-6c79cafadf7c,2025-07-26,U03,T02,D04,prod,0.25,971
9d04c4b7-28fb-4489-8436-da0fd01f7b2d,2025-07-26,U08,T04,D03,prod,0.22,584
1c4c2431-f137-4cc7-b7e4-e65c68dc4d0b,2025-07-26,U04,T02,D01,prod,0.32,890
d1b1729f-bc01-435f-8337-497cf57fa741,2025-07-26,U06,T03,D01,prod,0.17,942
ad5291a1-0fc5-4382-be7e-0bb310b58591,2025-07-26,U04,T02,D02,dev,0.06,452
85cf4499-6c4e-4227-a680-7ff8450ccfdb,2025-07-26,U04,T02,D04,prod,0.2,1011
48fcc99a-b267-49d8-875b-7caded006e50,2025-07-26,U06,T03,D04,dev,0.1,1247
1e3b18f0-9b5f-4751-8d28-f3bc60b7b098,2025-07-26,U02,T01,D03,prod,0.35,333
16b2075f-ba2e-4dcb-bd39-53f14fafaf25,2025-07-26,U02,T01,D02,prod,0.19,419
973cfd2f-28f8-48ec-b7c7-460df221182e,2025-07-26,U03,T02,D02,prod,0.12,1098
2519b97f-860a-4439-a9ba-7730730037c9,2025-07-26,U01,T01,D02,staging,0.06,1336
9603aafc-0610-4e45-8a0f-637876f14dc8,2025-07-26,U07,T04,D02,prod,0.3,1237
abb6d381-da82-468e-83e1-037444daa5f8,2025-07-26,U03,T02,D02,prod,0.22,912
96efbce8-94a7-4654-9f91-ef091bacae72,2025-07-26,U07,T04,D01,prod,0.21,1172
615b4cb0-b0de-4dd2-8599-859c65db3980,2025-07-26,U05,T03,D01,dev,0.02,846
1d748bc3-b255-48ae-9b58-c831ada41dc1,2025-07-26,U06,T03,D01,prod,0.26,546
427bd26a-caa4-4979-9bc6-6c96bb64d700,2025-07-26,U04,T02,D01,prod,0.14,990
a44ffaa3-9722-413d-be23-08e0e5d1df21,2025-07-26,U07,T04,D04,prod,0.2,847
242d8c54-0e61-4f1c-90b6-993142f3d179,2025-07-26,U02,T01,D01,prod,0.29,936
bc81009d-0403-4e8b-b0b2-10ea25351c6c,2025-07-26,U05,T03,D01,prod,0.27,998
6a3e3145-2b8d-42c4-88ce-493aa0cb0381,2025-07-26,U06,T03,D04,prod,0.1,1289
6a1f0f1d-593b-40ae-84c2-1faf282e65cb,2025-07-26,U04,T02,D03,dev,0.03,1251
c8dad4fe-8c7c-45af-bd5f-f75b0274bc10,2025-07-26,U02,T01,D03,prod,0.3,652
b5a67c8a-80bc-4cf6-9d85-4988e9a19593,2025-07-26,U07,T04,D02,prod,0.28,1394
f3a05240-70f0-486e-abd6-91ffc0458cee,2025-07-26,U06,T03,D03,prod,0.25,989
1397222f-199e-4d93-953a-46c0d3d8f4c0,2025-07-26,U06,T03,D04,staging,0.08,584
23f2dd51-a0ff-489d-b403-93caf068f98c,2025-07-26,U03,T02,D03,staging,0.04,310
e952a744-1f1e-426a-9375-0066ee39a348,2025-07-26,U01,T01,D02,prod,0.24,1082
6ef6db5e-efd3-4484-a65a-8a7c97ddd5f4,2025-07-26,U07,T04,D04,prod,0.17,445
113fa107-d3bd-4778-b0fb-c591842ed45f,2025-07-26,U05,T03,D04,prod,0.26,933
40ff8cc1-c6f3-44a1-9707-764b35e9d9fc,2025-07-26,U08,T04,D02,prod,0.34,1310
48c10471-0ef6-472c-9c5d-bc982de7683b,2025-07-26,U02,T01,D03,prod,0.08,854
faadbd8d-84a3-415e-af24-15febee556ac,2025-07-26,U02,T01,D03,prod,0.2,1208
bf53d566-7f44-4920-9551-1c7083a9ab7c,2025-07-26,U04,T02,D04,prod,0.2,1264
e1e369cc-7142-4063-ba92-41fca8d16a16,2025-07-26,U01,T01,D03,dev,0.02,691
68905a12-5c60-4dd2-b08f-c763d5e58d5f,2025-07-26,U08,T04,D03,prod,0.21,917
98b7655b-51bb-41a4-8df9-1bcfda27d18b,2025-07-26,U03,T02,D04,prod,0.16,864
56ad2cb2-3700-4747-a127-f6d653dc4b88,2025-07-26,U04,T02,D02,prod,0.09,958
35e832ec-181c-432f-8410-8e8340d256ff,2025-07-26,U08,T04,D03,staging,0.09,763
e76dc100-b872-4ecd-afae-97675f05811b,2025-07-26,U06,T03,D04,prod,0.17,1207
d00b0677-2708-49db-b0c4-dc3c6e07939b,2025-07-26,U08,T04,D04,prod,0.28,1068
4bea46e4-d058-43ea-b864-f59c082db241,2025-07-26,U02,T01,D02,staging,0.12,892
ea5712ad-779c-419e-a8ec-cc110053179d,2025-07-26,U03,T02,D01,prod,0.28,984
2683ed2e-3432-4ca5-8dc8-2f30eb1ff055,2025-07-26,U03,T02,D01,prod,0.1,693
afb260f8-c432-47dd-be6c-f31b43796083,2025-07-26,U04,T02,D02,prod,0.19,916
abf938ff-b65b-4194-8bcd-81fd882ce924,2025-07-26,U07,T04,D04,dev,0.07,691
f4b117cb-fae1-472a-add2-b565f7d81e56,2025-07-26,U06,T03,D03,prod,0.18,1004
9d8b3157-2f24-4ed8-9ae4-d60835315657,2025-07-26,U03,T02,D01,prod,0.35,801
a5d81237-784f-4eb5-b02e-4874bc0277e6,2025-07-26,U04,T02,D03,prod,0.25,1501
4a4d225c-3dfe-4261-a5f1-2e0ecb1b79c3,2025-07-26,U08,T04,D02,prod,0.44,1428
db642d16-a9e6-43a6-a1a4-e682b97d407f,2025-07-26,U05,T03,D02,prod,0.15,969
6ff22a41-2c07-456b-b79f-5d5b11aad77c,2025-07-26,U08,T04,D01,prod,0.17,358
35c9c1f6-ca1b-4319-85f3-a7ea94e6d601,2025-07-26,U01,T01,D03,prod,0.14,978
768614f5-fb06-42d5-80b2-2f4b4fe75259,2025-07-26,U01,T01,D02,prod,0.19,885
e53a62c3-12e1-4515-aa45-58fa2a3356ce,2025-07-26,U08,T04,D01,prod,0.29,926
6252ec7f-0055-4f5f-9690-e58803810f9c,2025-07-26,U07,T04,D02,dev,0.06,965
800daa41-7820-40a9-9477-8946042ca751,2025-07-26,U02,T01,D04,dev,0.07,1156
aa49e9af-aa69-4c1c-bd5c-9ee7cec7cb8e,2025-07-26,U04,T02,D01,prod,0.05,752
b4d5f8fa-c208-474b-8329-871def560999,2025-07-26,U07,T04,D01,dev,0.02,986
830e84c3-a912-42a7-bef5-2683ebadfffa,2025-07-26,U04,T02,D03,prod,0.14,688
18bb059e-cb66-4304-924c-4d730b6152b9,2025-07-26,U04,T02,D02,prod,0.08,1017
1a497270-16a4-4eb2-b9eb-8bee080b4e6b,2025-07-26,U01,T01,D03,dev,0.03,555
6a6a014f-071d-4f99-b519-8f8130a33ac5,2025-07-26,U05,T03,D03,prod,0.16,982
c2a8cbcf-96ba-4ce0-8c04-fb75689af3f4,2025-07-26,U03,T02,D01,staging,0.09,1281
c1f1ab3d-35f1-4794-b3d8-8dfc1a4c276c,2025-07-26,U05,T03,D03,staging,0.08,726
19ea11cf-40dc-4b6d-8244-35031b722e9d,2025-07-26,U08,T04,D03,prod,0.25,1100
fc39f701-5539-444e-af16-025eeaa13a1a,2025-07-26,U07,T04,D02,staging,0.11,1085
e09d0c03-abe6-403c-8957-e57e20f09294,2025-07-26,U04,T02,D04,prod,0.19,1028
9cc9ced5-683c-4fe5-855d-60506f576150,2025-07-26,U05,T03,D03,prod,0.11,1289
e699f8e4-8731-420d-99af-140e1dbb9e66,2025-07-26,U02,T01,D01,staging,0.07,689
7170e080-3ccb-445f-8cd9-e0290282e441,2025-07-26,U06,T03,D01,prod,0.19,700
126d2e4e-9654-42e7-b7de-7f9a9330360b,2025-07-26,U04,T02,D02,prod,0.07,1264
9d0674bf-6455-47a9-846c-5a76cd11075c,2025-07-26,U01,T01,D03,prod,0.24,1176
452ed1de-f1c2-4b13-8010-f8596bbb25be,2025-07-26,U03,T02,D04,prod,0.24,908
99b6e6e7-f6ce-437c-9fa4-efa9863a4277,2025-07-26,U07,T04,D02,prod,0.21,622
244b5941-96e3-4d78-a8b6-ed596d51fb54,2025-07-26,U01,T01,D01,prod,0.14,779
f30e61f9-68d1-45a5-a6c0-c72d671a27fa,2025-07-26,U03,T02,D01,prod,0.1,442
c4dba611-f424-410b-ad0c-b70f44726b8a,2025-07-26,U08,T04,D03,staging,0.1,478
6f114653-fee1-415b-a2a8-413b5153d251,2025-07-26,U03,T02,D02,prod,0.22,886
1be2ba06-a3aa-48ec-a160-597bc6972797,2025-07-26,U08,T04,D01,prod,0.15,1069
4459a271-4a47-4eb6-a916-51da45a0a3f3,2025-07-26,U05,T03,D01,prod,0.27,896
ed4b19c2-2a01-4a07-b1af-3202b00b79d5,2025-07-26,U07,T04,D04,prod,0.21,1217
6cf6bd28-a5f9-469b-b3ee-3702f2a1e54f,2025-07-26,U02,T01,D01,prod,0.18,1295
d6086059-999c-4066-8290-16899b400569,2025-07-26,U03,T02,D01,prod,0.2,1042
85bc698a-bc33-4ea4-a197-d3c55b3a9ec5,2025-07-26,U02,T01,D03,prod,0.01,1111
c49f177a-2856-4bbe-97aa-f596c3429a70,2025-07-26,U06,T03,D02,prod,0.2,768
20f24b9d-ee8c-4d1d-a29e-83da7fdae534,2025-07-26,U03,T02,D04,prod,0.09,1285
997f5e66-64e0-417b-a3f6-3880b11588bb,2025-07-26,U06,T03,D03,dev,0.09,1043
3675f0b9-b68d-4270-a924-28339681f52e,2025-07-26,U03,T02,D02,prod,0.17,642
787f523a-be5b-4631-97bf-e0027ea7cf70,2025-07-26,U08,T04,D01,prod,0.18,752
a5ce8caa-d0c4-467d-9441-3350effc2ebc,2025-07-26,U01,T01,D02,prod,0.15,434
9b2a7907-84e1-4eb9-81ce-4ad11f420ace,2025-07-26,U02,T01,D03,prod,0.18,710
3f06cbf9-ca05-4011-8d78-8ccf447759ab,2025-07-26,U02,T01,D04,prod,0.16,1095
77c36086-9b90-4692-90b9-53fb4774cc37,2025-07-26,U07,T04,D02,prod,0.1,1087
b16b10bd-dba5-4427-8530-51e296176b75,2025-07-26,U01,T01,D03,staging,0.02,1418
ca3e8b45-85ee-4cfb-90e9-82ecbb87bb97,2025-07-26,U07,T04,D01,staging,0.08,932
5ae43321-412b-4691-8b67-280a5c90c54b,2025-07-26,U04,T02,D02,staging,0.03,823
632a8ec8-968f-448c-a74d-790e40974924,2025-07-26,U08,T04,D03,prod,0.21,1421
2d7e5b86-0273-4110-8f30-a55a2a40c7aa,2025-07-26,U08,T04,D02,prod,0.14,567
3b57cce7-956a-4c3d-a7a7-db913a75bcbf,2025-07-26,U01,T01,D03,prod,0.23,1081
70707da9-1c87-453c-a01c-993d22f9022c,2025-07-26,U06,T03,D03,prod,0.16,993
38847627-285c-40b1-b0c5-8b40e586b04c,2025-07-26,U08,T04,D03,prod,0.08,1396
ba608888-a9b8-45f1-9a1e-2a38b1d55c22,2025-07-26,U03,T02,D01,staging,0.07,895
ffed33a4-7bd9-45cd-b33c-8743c4cb46a5,2025-07-26,U07,T04,D02,prod,0.12,900
d5928f8c-93b0-4d3b-8146-fee5b9c26d2b,2025-07-26,U08,T04,D01,dev,0.06,972
e3eb084c-59cf-45de-81bc-6270245b3859,2025-07-26,U02,T01,D04,prod,0.26,1054
71a13a24-0952-4196-af86-ee4e894bab19,2025-07-26,U02,T01,D04,prod,0.21,913
ed7dc9ed-f1a0-410b-8464-fc20fdf9bebe,2025-07-26,U07,T04,D01,dev,0.07,916
b21eea7f-66ab-428f-a10c-5a1fb8283ddf,2025-07-26,U06,T03,D04,prod,0.13,480
01d625c1-5bb2-49fe-988d-8c6625a561ab,2025-07-26,U02,T01,D04,prod,0.12,956
e294bd9e-90ab-4eef-bed1-19f01d2a5f3b,2025-07-26,U06,T03,D02,prod,0.13,532
2f6a5258-9fe2-4039-b8eb-5e8e63a51660,2025-07-26,U02,T01,D03,prod,0.22,526
e730e5ee-a5ff-444e-bac0-53d1413f9f87,2025-07-26,U05,T03,D03,prod,0.14,1172
512ff605-817f-4b36-be59-3e2becc95a55,2025-07-26,U07,T04,D02,prod,0.17,1008
3204887a-035b-4441-b951-d98e38a6eb34,2025-07-26,U04,T02,D01,staging,0.06,593
47638339-5cb9-4c23-b7b5-f3efd7fbeccc,2025-07-26,U05,T03,D01,prod,0.12,315
17db43c1-46f1-4aaf-bf80-d4262f67754a,2025-07-26,U05,T03,D03,staging,0.06,930
8edf4614-c844-4f5c-89b0-a6e9b4656318,2025-07-26,U07,T04,D02,prod,0.17,1079
c64e9b98-ad18-4137-b996-94b834fb443b,2025-07-26,U08,T04,D03,prod,0.21,1134
3446d3da-72ce-4df3-9d66-1f46ec9c3af1,2025-07-26,U08,T04,D01,staging,0.04,1078
92b91ef0-5acf-4f38-bd5c-7ead2ed52f66,2025-07-26,U07,T04,D01,prod,0.22,959
7d6ed414-6452-460b-a9fd-b67919380fcf,2025-07-26,U03,T02,D01,prod,0.16,993
6f6a7d88-7444-4c00-aa0d-88592b2b71ff,2025-07-26,U02,T01,D02,prod,0.22,1063
c670c0d2-b3b9-4836-8604-a05f084ef256,2025-07-26,U07,T04,D03,prod,0.02,624
6695b86c-e0fb-43bb-8085-c110d974c6ec,2025-07-26,U02,T01,D04,prod,0.29,706
8a64f5d4-65a6-4ec9-9a20-e33fe4e08157,2025-07-26,U01,T01,D01,prod,0.14,558
733b7e8f-710f-4bbb-beac-8bd866762b53,2025-07-26,U01,T01,D04,prod,0.15,820
ac35551d-7de1-4d4c-8423-d550f864f496,2025-07-26,U03,T02,D02,staging,0.05,626
22169dbd-0448-4b2b-85d0-25674d643d9f,2025-07-26,U02,T01,D04,prod,0.2,939
0aad936d-cbbc-477a-a439-776ca11ff366,2025-07-26,U03,T02,D02,prod,0.19,900
2720aa1c-7481-4e2c-ae4a-ba440601a1c1,2025-07-26,U06,T03,D01,prod,0.26,748
4bc862fe-ecd2-4d9f-b6fa-572a7ef0c8d7,2025-07-26,U03,T02,D04,dev,0.05,782
fd8da5f2-6b5a-4e1a-8c72-9cd72ecdac1c,2025-07-26,U05,T03,D01,prod,0.26,748
e76928bd-c9b7-4a18-91ab-50a2a58375e2,2025-07-26,U05,T03,D03,prod,0.26,655
f84d34f9-4659-408a-8f50-975f10b06748,2025-07-26,U01,T01,D01,dev,0.07,1198
1eec29b3-7205-4055-99ec-7a32ea3a93dd,2025-07-26,U06,T03,D03,prod,0.3,807
c4edd98c-135a-434f-bc07-740dd9526653,2025-07-26,U04,T02,D03,prod,0.2,1048
28620377-5cb5-4d36-b7fa-033783c1420c,2025-07-26,U07,T04,D04,prod,0.17,1389
89d1895a-5202-4204-86bb-350adeed1898,2025-07-26,U07,T04,D02,staging,0.05,1512
7a862eab-eef1-4450-9cb4-73906ab93df8,2025-07-26,U05,T03,D02,prod,0.25,861
73e446ad-1180-41a9-b390-9d2728515993,2025-07-26,U03,T02,D02,staging,0.14,648
bd71ab62-2918-42d8-830b-289313333626,2025-07-26,U02,T01,D02,prod,0.11,1268
c1fd9386-ff81-4e39-8e36-08ca645849d9,2025-07-26,U01,T01,D04,staging,0.11,635
4efe8cfb-040a-4ac1-9c9f-dad01db8a857,2025-07-26,U05,T03,D03,prod,0.19,347
2dc4ac15-1832-47be-b4f3-0270f133781d,2025-07-26,U01,T01,D01,prod,0.03,810
285af12e-1c96-4a76-8c0b-f6e3e21964f8,2025-07-26,U02,T01,D04,prod,0.29,1195
eb814feb-f6f0-4c35-aed3-f12c4290a953,2025-07-26,U02,T01,D02,prod,0.14,540
f14d7873-135d-40cd-a659-fb138301d3e3,2025-07-26,U04,T02,D01,prod,0.24,1116
76f9135b-6093-487a-9000-d0348367a561,2025-07-26,U03,T02,D03,prod,0.13,874
4424a72c-0fe0-4156-8cd1-6d7d734906e1,2025-07-26,U08,T04,D02,prod,0.14,847
f9ce303a-040f-4ab8-a695-fe1130b6047b,2025-07-26,U04,T02,D02,prod,0.29,817
e24a9523-e5c3-44f0-9a3e-d6ba1055b22f,2025-07-26,U03,T02,D03,prod,0.18,1359
6afc1f8a-d953-4dc7-aac5-19d3f13f6e9b,2025-07-26,U04,T02,D01,dev,0.03,807
4a0f6448-2ca9-4f36-95b0-fb05c7256a66,2025-07-26,U06,T03,D02,prod,0.14,544
d2ec7b76-9d74-4123-85e6-a99bc21a4645,2025-07-26,U08,T04,D04,prod,0.27,1149
242e8b43-6f21-4d3f-825e-503d804d2acf,2025-07-26,U02,T01,D02,prod,0.32,433
ec156f19-7934-4ceb-ae1d-4571cfca8479,2025-07-26,U02,T01,D03,prod,0.24,1425
bea21b63-f261-473e-9aa6-2679b49a6691,2025-07-26,U03,T02,D03,prod,0.21,914
c6d172f8-da46-44b6-9f99-e143ff0e40e6,2025-07-26,U03,T02,D04,prod,0.21,604
70cf41c1-9397-44b6-a266-686f9e5188e8,2025-07-26,U01,T01,D01,staging,0.09,1188
4003f237-2b2a-43ac-807e-dabace80d98a,2025-07-26,U03,T02,D01,prod,0.3,1001
b70798f9-36e4-425e-b5a9-5f07bf44ba84,2025-07-26,U01,T01,D03,dev,0.04,958
9f40f8bc-4ee6-415f-b01d-94d66c943dc9,2025-07-26,U08,T04,D04,prod,0.23,756
c543dd38-ffc1-4cf4-a657-56dc6418ea90,2025-07-26,U01,T01,D04,prod,0.12,889
5fb03c6a-1c36-4ca1-8973-fefdbc7102fc,2025-07-26,U08,T04,D01,prod,0.24,658
9f0427d6-7e3c-4b67-abcb-e0bd4b2a020e,2025-07-26,U08,T04,D02,dev,0.01,1260
906dbe31-ce90-495c-8ce3-52e32cf5bd77,2025-07-26,U03,T02,D02,prod,0.11,631
607bb597-1cc5-4dfd-9e38-4c226a07b1ed,2025-07-26,U01,T01,D02,prod,0.26,1020
36e2b970-8aa4-4cdd-95b3-e8aa5e4183a5,2025-07-26,U04,T02,D04,prod,0.14,1529
8e6b148e-54d6-458c-8cf3-10376df19413,2025-07-26,U02,T01,D02,staging,0.09,1184
c15afbd0-bacc-4444-abb5-dcac8e8185aa,2025-07-26,U04,T02,D02,prod,0.04,671
ea6e0f1b-553a-4fbe-a6ed-694f4ca138e2,2025-07-26,U01,T01,D01,prod,0.26,1106
c76e123d-0c63-4cf3-a03b-0febe0bd2fa4,2025-07-26,U01,T01,D02,prod,0.19,922
328897d4-b409-4865-8e64-b879a84fc4a8,2025-07-26,U03,T02,D01,prod,0.15,216
2c258ede-647c-4588-a3ae-98b5ce9d85a3,2025-07-26,U07,T04,D02,staging,0.1,776
0f2b4d8d-9a9c-44ad-9c4b-d5598adb847d,2025-07-26,U04,T02,D03,prod,0.31,994
8b938de7-6a90-4155-820d-ac0a86b36649,2025-07-26,U03,T02,D02,prod,0.04,825
f76edaf4-bc85-406b-ae2c-e474ad130176,2025-07-26,U06,T03,D01,prod,0.37,958
93a574ad-4970-4ba3-8809-4af487fb7b69,2025-07-26,U03,T02,D02,prod,0.22,977
3e559f38-fd01-454c-ad96-70ae92b3f8ef,2025-07-26,U07,T04,D01,prod,0.18,1711
c5633a05-2435-4ad0-9403-351b4757edf3,2025-07-26,U02,T01,D04,staging,0.06,984
ae50b773-97a9-4bd1-9a2e-c5d22d83e316,2025-07-26,U04,T02,D02,staging,0.07,1247
b15b44a7-3db9-4a24-8b0d-9f5553160e18,2025-07-26,U05,T03,D01,staging,0.06,795
ab897109-4174-45d7-ae23-07a63ef3548b,2025-07-26,U03,T02,D04,prod,0.18,1249
8e52d839-8cf0-40c0-b501-dc9646f7f29f,2025-07-26,U06,T03,D01,prod,0.16,919
c896e14e-b920-49e9-a485-f3eb42184be7,2025-07-26,U07,T04,D04,prod,0.08,1250
ee80acae-20fe-47be-863c-23b175e116a9,2025-07-26,U03,T02,D01,dev,0.05,756
2b58fb31-b968-4fd5-ab52-ce475b175346,2025-07-26,U02,T01,D01,prod,0.29,842
c064d993-17bc-4328-a309-fba2c41b0c37,2025-07-26,U02,T01,D01,prod,0.22,1276
6b2b9ed3-9fef-4d8a-9ba2-ae2c4dcc77a7,2025-07-26,U03,T02,D02,staging,0.06,1082
9dced706-5592-4ac4-9068-39907be0e8d5,2025-07-26,U01,T01,D04,prod,0.22,729
9f8909bb-0966-4ae9-bd88-dddb6db3da0a,2025-07-26,U05,T03,D02,staging,0.06,453
20d84a6b-a63b-4f52-b8fc-5efceff962fe,2025-07-26,U02,T01,D03,prod,0.29,1456
13be0981-62ae-46e5-98c7-2a3cdbbaba41,2025-07-26,U02,T01,D03,prod,0.13,1057
b72ae29f-3cd2-4881-81e3-7d10a5b465a7,2025-07-26,U01,T01,D01,prod,0.36,1070
d48ca01b-2e34-4c9f-9bca-ad3a93a76430,2025-07-26,U04,T02,D04,staging,0.08,1073
0c9cc4db-22e8-417a-b60e-71469f859eaf,2025-07-26,U05,T03,D01,prod,0.19,874
73d23549-326f-443a-83fa-2c2a155fb1a2,2025-07-26,U03,T02,D02,prod,0.35,906
a3f2d3ba-d608-48db-974c-42e4b5b9de5e,2025-07-26,U02,T01,D01,staging,0.1,1341
c54070bd-957a-45de-a420-7ae00fc89d87,2025-07-26,U01,T01,D01,prod,0.39,1108
2473856a-804b-4825-8d56-8202328a0a83,2025-07-26,U04,T02,D03,prod,0.16,989
593d4af4-1f3c-4325-a599-9fc63105fde8,2025-07-26,U01,T01,D01,staging,0.07,495
d1fdbf6c-ea60-4856-8566-6aecb0b55a60,2025-07-26,U05,T03,D03,prod,0.15,692
85a861f0-fed2-4867-a61e-06cb97901153,2025-07-26,U02,T01,D04,prod,0.26,284
1c3792fa-42f5-44ad-81a5-1389aea750bb,2025-07-26,U03,T02,D02,prod,0.06,647
16ce2f7d-5b6b-4378-bf9d-e1250e81547c,2025-07-26,U04,T02,D04,prod,0.31,621
c1431129-89a2-4f63-b5a6-174036f64227,2025-07-26,U03,T02,D01,prod,0.32,768
3249fd0c-49f6-486b-ac0d-e455cb8f0a00,2025-07-26,U03,T02,D01,prod,0.31,1246
56fbb9a3-45ca-4217-8248-717588b883af,2025-07-26,U01,T01,D04,staging,0.13,897
51d4f770-d4e7-4439-a834-a0ff708a52e0,2025-07-26,U08,T04,D02,prod,0.22,661
318603c6-5c4e-4735-ace9-b62a8742ccfd,2025-07-26,U02,T01,D03,prod,0.14,1193
d9467a27-a804-4d06-b598-4fcf922a4ab8,2025-07-26,U07,T04,D03,staging,0.13,722
ce23e89e-01f9-42d7-831f-a403e5ec6922,2025-07-26,U08,T04,D02,staging,0.11,801
c5b202e0-e5c9-431a-a213-9735aadc644b,2025-07-26,U06,T03,D01,prod,0.18,1304
1b60a239-0080-40f0-9ef8-70342593218c,2025-07-26,U05,T03,D04,prod,0.47,1778
cc73fb94-267f-40aa-af1e-2838b8069f0b,2025-07-26,U02,T01,D03,dev,0.08,691
26637030-369c-4249-a7ec-430db1e46023,2025-07-26,U02,T01,D02,staging,0.06,635
ed33ba1d-c460-4898-9028-488679abe932,2025-07-26,U01,T01,D01,prod,0.3,495
f77e902b-58af-4744-86ef-95885d759e86,2025-07-26,U07,T04,D03,dev,0.05,824
2345aa44-27d4-44dd-804e-413ee2637ca9,2025-07-26,U08,T04,D02,prod,0.2,703
a55b670a-5299-4dff-87a7-5ef538ba6550,2025-07-26,U03,T02,D01,prod,0.13,1016
df13409f-ad53-4781-b948-09a22240f522,2025-07-26,U01,T01,D01,staging,0.09,891
c63ffb06-b70f-4e60-a38f-9e73c740e37d,2025-07-26,U04,T02,D03,prod,0.16,521
254d6754-da1d-4da6-aeb3-ae04936a3d83,2025-07-26,U03,T02,D03,prod,0.21,1291
18ae2a7c-8f18-410b-88ef-f81d7d15a7ea,2025-07-26,U06,T03,D01,prod,0.41,556
bab132c0-77b3-4925-afa7-f4cb63e49613,2025-07-26,U06,T03,D02,prod,0.13,1149
04aa82ba-4dbe-4565-b108-9be123794527,2025-07-26,U01,T01,D03,prod,0.25,859
793774fb-64a2-430a-a28c-831932cd0a0e,2025-07-26,U05,T03,D01,prod,0.21,1384
36e04329-3381-45e2-964c-7aef2881149c,2025-07-26,U04,T02,D01,prod,0.32,830
5b53ec7d-5719-40f5-a925-c719a7e4d086,2025-07-26,U06,T03,D03,prod,0.23,98
